아파트명,계약일,건축년도,전용면적,거래금액,층,동,거래유형,계약해지여부,계약해지사유발생일,등기일자,권리구분,매수자,매도자,중개사소재지,시군구코드,법정동,거래구분,date_id,신규거래
이수브라운스톤돈암,2024-09-02,2004.0,84.97,"79,500",1,,중개거래,,,,,개인,개인,서울 성북구,성북구,돈암동,실거래,2024-09-21,기존
동답한신,2024-09-08,1992.0,35.45,"39,500",6,,중개거래,,,,,개인,개인,서울 동대문구,동대문구,답십리동,실거래,2024-09-21,기존
한신아파트,2024-09-03,2004.0,59.84,"73,800",18,,중개거래,,,,,개인,개인,서울 동대문구,동대문구,제기동,실거래,2024-09-21,기존
전농우성,2024-09-14,1992.0,59.78,"60,000",14,,중개거래,,,,,개인,개인,서울 동대문구,동대문구,전농동,실거래,2024-09-21,기존
전농우성,2024-09-01,1992.0,59.78,"58,500",5,,중개거래,,,,,개인,개인,서울 동대문구,동대문구,전농동,실거래,2024-09-21,기존
한신아파트,2024-09-19,1996.0,84.9,"66,500",18,,중개거래,,,,,개인,개인,서울 동대문구,동대문구,장안동,실거래,2024-09-21,기존
현대,2024-09-07,1999.0,59.92,"70,000",9,,중개거래,,,,,개인,개인,서울 동대문구,동대문구,제기동,실거래,2024-09-21,기존
전농동신성미소지움,2024-09-04,2005.0,55.371,"85,000",3,,중개거래,,,,,개인,개인,서울 동대문구,동대문구,전농동,실거래,2024-09-21,기존
태솔아파트1차,2024-09-13,2016.0,58.71,"50,000",7,,중개거래,,,,,개인,개인,서울 동대문구,동대문구,장안동,실거래,2024-09-21,기존
미주,2024-09-13,1978.0,137.49,"128,500",3,,중개거래,,,,,개인,개인,서울 동대문구,동대문구,청량리동,실거래,2024-09-21,기존
동대문푸르지오시티(도시형생활주택),2024-09-14,2016.0,30.11,"39,500",14,,중개거래,,,,,개인,개인,서울 동대문구,동대문구,용두동,실거래,2024-09-21,기존
베라체캠퍼스,2024-09-12,2013.0,54.526,"48,000",8,,중개거래,,,,,개인,개인,서울 동대문구,동대문구,회기동,실거래,2024-09-21,기존
신동아,2024-09-02,1994.0,58.59,"68,500",7,,중개거래,,,,,개인,개인,서울 동대문구,동대문구,용두동,실거래,2024-09-21,기존
안암골벽산,2024-09-05,2003.0,116.69,"85,000",12,,직거래,,,,,개인,개인,,동대문구,제기동,실거래,2024-09-21,기존
대림e-편한세상,2024-09-09,2003.0,59.958,"79,800",4,,중개거래,,,,,개인,개인,서울 동대문구,동대문구,이문동,실거래,2024-09-21,기존
장안푸르미에,2024-09-11,2013.0,12.4972,"13,000",10,,직거래,,,,,개인,개인,,동대문구,장안동,실거래,2024-09-21,기존
제이드파크(382-2),2024-09-10,2014.0,17.33,"11,400",9,,중개거래,,,,,개인,개인,서울 동대문구,동대문구,장안동,실거래,2024-09-21,기존
장안현대,2024-09-07,1984.0,95.45,"69,700",11,,중개거래,,,,,개인,개인,서울 동대문구,동대문구,장안동,실거래,2024-09-21,기존
주공2,2024-09-07,2001.0,59.13,"67,500",9,,중개거래,,,,,개인,개인,서울 동대문구,동대문구,휘경동,실거래,2024-09-21,기존
래미안장안2차,2024-09-02,2007.0,112.92,"107,000",1,,중개거래,,,,,개인,개인,서울 동대문구,동대문구,장안동,실거래,2024-09-21,기존
주공2,2024-09-06,2001.0,39.97,"39,900",4,,중개거래,,,,,개인,개인,서울 동대문구,동대문구,휘경동,실거래,2024-09-21,기존
대명이룸아파트(565-0),2024-09-09,2005.0,83.75,"70,000",7,,중개거래,,,,,개인,개인,서울 동대문구,동대문구,장안동,실거래,2024-09-21,기존
래미안위브,2024-09-07,2014.0,84.98,"135,000",19,,중개거래,,,,,개인,개인,서울 동대문구,동대문구,답십리동,실거래,2024-09-21,기존
답십리청솔우성,2024-09-07,2000.0,59.89,"76,500",8,,중개거래,,,,,개인,개인,서울 동대문구,동대문구,답십리동,실거래,2024-09-21,기존
동양1차,2024-09-09,2000.0,59.85,"65,100",5,,중개거래,,,,,개인,개인,서울 금천구,동대문구,휘경동,실거래,2024-09-21,기존
태솔타운(1차),2024-09-06,2012.0,49.77,"31,000",4,,중개거래,,,,,개인,개인,서울 동대문구,동대문구,장안동,실거래,2024-09-21,기존
동양1차,2024-09-08,2000.0,59.85,"65,100",5,,중개거래,O,24.09.09,,,개인,개인,서울 금천구,동대문구,휘경동,실거래,2024-09-21,기존
래미안장안,2024-09-06,2003.0,84.774,"98,500",16,,중개거래,,,,,개인,개인,서울 동대문구,동대문구,장안동,실거래,2024-09-21,기존
주공1,2024-09-06,2001.0,114.96,"87,500",8,,중개거래,,,,,개인,개인,서울 동대문구,동대문구,휘경동,실거래,2024-09-21,기존
주공2,2024-09-02,2001.0,39.98,"43,700",14,,중개거래,,,,,개인,개인,서울 동대문구,동대문구,휘경동,실거래,2024-09-21,기존
래미안장안,2024-09-02,2003.0,59.86,"82,000",13,,중개거래,,,,,개인,개인,서울 동대문구,동대문구,장안동,실거래,2024-09-21,기존
래미안장안2차,2024-09-02,2007.0,81.05,"98,500",11,,중개거래,,,,,개인,개인,서울 동대문구,동대문구,장안동,실거래,2024-09-21,기존
휘경SK뷰,2024-09-04,2019.0,84.62,"109,000",14,,중개거래,,,,,개인,개인,서울 성북구,동대문구,휘경동,실거래,2024-09-21,기존
동대문롯데캐슬노블레스,2024-09-04,2018.0,59.98,"122,000",12,,중개거래,,,,,개인,개인,서울 동대문구,동대문구,전농동,실거래,2024-09-21,기존
브라운스톤휘경,2024-09-02,2013.0,59.78,"74,500",4,,중개거래,,,,,개인,개인,서울 동대문구,동대문구,휘경동,실거래,2024-09-21,기존
삼익,2024-09-02,1997.0,59.95,"40,000",2,102,중개거래,,,24.09.02,,개인,개인,서울 동대문구,동대문구,이문동,실거래,2024-09-21,기존
구의현대6단지,2024-09-04,1994.0,84.92,"133,500",7,,중개거래,,,,,개인,개인,서울 광진구,광진구,구의동,실거래,2024-09-21,기존
현대3,2024-09-04,1990.0,59.67,"111,500",19,,중개거래,,,,,개인,개인,서울 광진구,광진구,광장동,실거래,2024-09-21,기존
에스케이,2024-09-03,1999.0,58.43,"58,700",14,,중개거래,,,,,개인,개인,서울 광진구,광진구,중곡동,실거래,2024-09-21,기존
자양강변I-Park,2024-09-11,2006.0,84.95,"168,000",7,,중개거래,,,,,개인,개인,서울 광진구,광진구,자양동,실거래,2024-09-21,기존
경남아너스빌,2024-09-10,1997.0,59.79,"87,800",17,,중개거래,,,,,개인,개인,서울 광진구,광진구,자양동,실거래,2024-09-21,기존
자양10차현대홈타운,2024-09-07,2002.0,84.46,"124,000",1,,중개거래,,,,,개인,개인,서울 광진구,광진구,자양동,실거래,2024-09-21,기존
씨즈건대힐스,2024-09-10,2017.0,14.23,"17,000",2,,직거래,,,24.09.10,,개인,개인,,광진구,화양동,실거래,2024-09-21,기존
자양호반써밋,2024-09-07,2021.0,40.2673,"96,000",25,,중개거래,,,,,개인,개인,서울 광진구,광진구,자양동,실거래,2024-09-21,기존
이튼타워리버5차,2024-09-03,2009.0,84.98,"168,000",5,,중개거래,,,,,개인,개인,서울 광진구,광진구,자양동,실거래,2024-09-21,기존
금호한신,2024-09-19,2005.0,59.99,"100,000",5,,직거래,,,,,개인,개인,,성동구,금호동3가,실거래,2024-09-21,기존
옥수파크힐스101동~116동,2024-09-10,2016.0,84.3,"208,000",9,,중개거래,,,,,개인,개인,"서울 강남구, 서울 성동구",성동구,옥수동,실거래,2024-09-21,기존
두산,2024-09-04,1994.0,79.08,"118,000",14,,중개거래,,,,,개인,개인,서울 성동구,성동구,금호동3가,실거래,2024-09-21,기존
옥수하이츠,2024-09-10,1998.0,114.78,"286,000",9,,중개거래,,,,,개인,개인,"서울 강남구, 서울 성동구",성동구,옥수동,실거래,2024-09-21,기존
한신무학,2024-09-09,1989.0,62.41,"78,000",2,,중개거래,,,,,개인,개인,서울 성동구,성동구,하왕십리동,실거래,2024-09-21,기존
서울숲2차푸르지오,2024-09-03,2012.0,59.907,"151,500",9,,중개거래,,,,,개인,개인,서울 성동구,성동구,금호동4가,실거래,2024-09-21,기존
서울숲 한신 더 휴,2024-09-15,2003.0,84.95,"134,000",3,,중개거래,,,,,개인,개인,서울 성동구,성동구,행당동,실거래,2024-09-21,기존
세림,2024-09-04,1986.0,72.84,"92,000",11,,중개거래,,,,,개인,개인,서울 성동구,성동구,마장동,실거래,2024-09-21,기존
트리마제,2024-09-08,2017.0,25.3284,"106,500",8,,중개거래,,,,,개인,개인,서울 성동구,성동구,성수동1가,실거래,2024-09-21,기존
센트라스,2024-09-14,2016.0,59.99,"135,000",17,,중개거래,,,,,개인,개인,"서울 성동구, 서울 송파구",성동구,하왕십리동,실거래,2024-09-21,기존
무학현대,2024-09-13,1996.0,84.495,"80,000",2,,중개거래,,,,,개인,개인,서울 성동구,성동구,하왕십리동,실거래,2024-09-21,기존
트리마제,2024-09-02,2017.0,84.8111,"400,000",36,,중개거래,,,,,개인,개인,서울 성동구,성동구,성수동1가,실거래,2024-09-21,기존
서울숲푸르지오,2024-09-04,2007.0,59.99,"139,500",5,,중개거래,,,,,개인,개인,서울 성동구,성동구,금호동4가,실거래,2024-09-21,기존
쌍용,2024-09-06,1997.0,84.78,"154,000",18,,중개거래,,,,,개인,개인,서울 성동구,성동구,성수동1가,실거래,2024-09-21,기존
금호한신,2024-09-02,2005.0,59.99,"99,500",7,,중개거래,O,24.09.20,,,개인,개인,"경기 용인시 수지구, 서울 성동구",성동구,금호동3가,실거래,2024-09-21,기존
무학현대,2024-09-12,1996.0,84.495,"80,000",2,,중개거래,O,24.09.13,,,개인,개인,서울 성동구,성동구,하왕십리동,실거래,2024-09-21,기존
센트라스,2024-09-12,2016.0,40.94,"85,000",6,,중개거래,,,,,개인,개인,서울 성동구,성동구,하왕십리동,실거래,2024-09-21,기존
서울숲삼부아파트,2024-09-07,1998.0,84.93,"166,000",12,,중개거래,,,,,개인,개인,서울 성동구,성동구,행당동,실거래,2024-09-21,기존
신금호파크자이,2024-09-03,2016.0,114.98,"228,000",19,,중개거래,,,,,개인,개인,서울 성동구,성동구,금호동2가,실거래,2024-09-21,기존
왕십리풍림아이원,2024-09-06,2004.0,59.936,"101,000",6,,중개거래,,,,,개인,개인,"서울 서초구, 서울 성동구",성동구,하왕십리동,실거래,2024-09-21,기존
금호현대,2024-09-07,1990.0,79.8,"105,000",1,,중개거래,,,,,개인,개인,"경기 안양시 동안구, 서울 성동구",성동구,응봉동,실거래,2024-09-21,기존
상기,2024-09-07,1976.0,46.28,"75,000",3,,중개거래,,,,,개인,개인,서울 성동구,성동구,금호동2가,실거래,2024-09-21,기존
왕십리풍림아이원,2024-09-07,2004.0,114.928,"123,000",3,,중개거래,,,,,개인,개인,서울 성동구,성동구,하왕십리동,실거래,2024-09-21,기존
서울숲 한신 더 휴,2024-09-02,2003.0,114.97,"150,000",18,,중개거래,,,,,개인,개인,서울 성동구,성동구,행당동,실거래,2024-09-21,기존
상리제나우스,2024-09-02,2013.0,12.84,"12,000",3,,중개거래,,,,,개인,기타,서울 성동구,성동구,하왕십리동,실거래,2024-09-21,기존
대림e-편한세상,2024-09-04,2000.0,114.94,"106,000",7,,직거래,,,,,개인,개인,,성동구,행당동,실거래,2024-09-21,기존
성동상가,2024-09-06,1978.0,59.21,"157,000",4,,중개거래,,,,,개인,개인,서울 성동구,성동구,성수동2가,실거래,2024-09-21,기존
서울숲르씨엘,2024-09-07,2023.0,84.0492,"140,000",8,,중개거래,,,,,개인,개인,서울 성동구,성동구,금호동4가,실거래,2024-09-21,기존
강변현대,2024-09-06,1994.0,81.8,"233,000",7,,중개거래,,,,,개인,개인,서울 성동구,성동구,성수동2가,실거래,2024-09-21,기존
서울숲푸르지오,2024-09-07,2007.0,59.9,"147,000",7,,중개거래,,,,,개인,개인,서울 성동구,성동구,금호동4가,실거래,2024-09-21,기존
힐스테이트서울숲리버,2024-09-06,2018.0,84.88,"205,000",8,,중개거래,,,,,개인,개인,"서울 성동구, 서울 중구",성동구,금호동4가,실거래,2024-09-21,기존
서울숲푸르지오,2024-09-05,2007.0,114.8,"204,000",1,,중개거래,,,,,개인,개인,서울 성동구,성동구,금호동4가,실거래,2024-09-21,기존
브라운스톤금호,2024-09-01,2007.0,84.838,"150,000",8,,중개거래,,,,,개인,개인,서울 성동구,성동구,금호동4가,실거래,2024-09-21,기존
금호한신,2024-09-02,2005.0,59.99,"99,500",7,,중개거래,,,,,개인,개인,"경기 용인시 수지구, 서울 성동구",성동구,금호동3가,실거래,2024-09-21,기존
서울숲푸르지오,2024-09-02,2007.0,59.99,"170,000",17,,중개거래,,,,,개인,개인,서울 성동구,성동구,금호동4가,실거래,2024-09-21,기존
동원베네스트,2024-09-03,2005.0,84.973,"150,000",11,,중개거래,,,,,개인,개인,서울 용산구,용산구,이촌동,실거래,2024-09-21,기존
강촌,2024-09-11,1998.0,114.595,"248,000",12,,중개거래,,,,,개인,개인,서울 용산구,용산구,이촌동,실거래,2024-09-21,기존
신동아,2024-09-05,1984.0,166.98,"385,000",10,,중개거래,,,,,개인,개인,서울 용산구,용산구,서빙고동,실거래,2024-09-21,기존
위너빌(Winnervill),2024-09-13,2018.0,29.87,"37,000",7,,중개거래,,,,,개인,개인,"서울 성북구, 서울 중구",중구,황학동,실거래,2024-09-21,기존
남산타운,2024-09-12,2002.0,114.88,"162,200",6,,직거래,,,,,개인,개인,,중구,신당동,실거래,2024-09-21,기존
약수하이츠,2024-09-07,1999.0,114.92,"143,000",11,,중개거래,,,,,개인,개인,서울 중구,중구,신당동,실거래,2024-09-21,기존
청구e편한세상,2024-09-01,2011.0,84.95,"155,000",12,,중개거래,,,,,개인,개인,"대구 달서구, 서울 중구",중구,신당동,실거래,2024-09-21,기존
서울역한라비발디센트럴,2024-09-03,2018.0,84.9774,"152,000",3,,중개거래,,,,,개인,개인,서울 중구,중구,만리동2가,실거래,2024-09-21,기존
강남자곡아이파크,2024-09-07,2014.0,59.96,"135,000",2,,중개거래,,,,,개인,개인,서울 강남구,강남구,자곡동,실거래,2024-09-21,기존
은마,2024-09-10,1979.0,84.43,"271,500",1,,중개거래,,,,,개인,개인,서울 강남구,강남구,대치동,실거래,2024-09-21,기존
래미안대치팰리스,2024-09-01,2015.0,94.49,"405,000",15,,중개거래,,,,,개인,개인,"서울 강남구, 서울 강동구",강남구,대치동,실거래,2024-09-21,기존
개포래미안포레스트,2024-09-02,2020.0,84.86,"290,000",13,,중개거래,,,,,개인,개인,서울 강남구,강남구,개포동,실거래,2024-09-21,기존
삼성동힐스테이트 1단지,2024-09-10,2008.0,84.236,"285,000",8,,중개거래,,,,,개인,개인,서울 강남구,강남구,삼성동,실거래,2024-09-21,기존
역삼래미안,2024-09-13,2005.0,59.73,"223,500",16,,중개거래,,,,,개인,개인,서울 강남구,강남구,역삼동,실거래,2024-09-21,기존
삼성래미안,2024-09-05,2001.0,84.89,"270,000",9,,중개거래,,,,,개인,개인,서울 강남구,강남구,도곡동,실거래,2024-09-21,기존
한보미도맨션2,2024-09-03,1985.0,84.96,"310,000",2,,중개거래,,,,,개인,개인,서울 강남구,강남구,대치동,실거래,2024-09-21,기존
역삼래미안,2024-09-12,2005.0,59.4,"180,000",17,,직거래,,,,,개인,개인,,강남구,역삼동,실거래,2024-09-21,기존
대우디오빌,2024-09-03,2004.0,25.89,"26,500",11,,직거래,,,,,개인,개인,,강남구,도곡동,실거래,2024-09-21,기존
동현아파트1~6,2024-09-02,1985.0,150.04,"310,000",6,,중개거래,,,,,개인,개인,서울 강남구,강남구,논현동,실거래,2024-09-21,기존
대우디오빌,2024-09-02,2004.0,31.81,"30,500",8,,중개거래,,,,,개인,개인,서울 강남구,강남구,도곡동,실거래,2024-09-21,기존
대우디오빌,2024-09-05,2004.0,25.89,"25,800",15,,중개거래,,,,,개인,개인,서울 강남구,강남구,도곡동,실거래,2024-09-21,기존
"쌍용대치아파트1동,2동,3동,5동,6동",2024-09-05,1983.0,83.56,"268,000",5,,중개거래,,,,,개인,개인,서울 강남구,강남구,대치동,실거래,2024-09-21,기존
한양1차(영동한양),2024-09-05,1977.0,49.98,"257,000",7,,중개거래,,,,,개인,개인,서울 강남구,강남구,압구정동,실거래,2024-09-21,기존
강남자곡 힐스테이트,2024-09-08,2015.0,84.05,"120,000",3,,중개거래,,,,,개인,개인,서울 강남구,강남구,자곡동,실거래,2024-09-21,기존
삼환(101동),2024-09-11,1999.0,114.97,"230,000",4,,중개거래,,,,,개인,개인,서울 강남구,강남구,청담동,실거래,2024-09-21,기존
래미안그레이튼(진달래2차),2024-09-02,2010.0,120.37,"320,000",19,,중개거래,,,,,개인,개인,서울 강남구,강남구,역삼동,실거래,2024-09-21,기존
신동아(22),2024-09-02,1997.0,35.73,"89,999",4,,중개거래,,,,,개인,개인,"서울 강남구, 서울 서초구",강남구,논현동,실거래,2024-09-21,기존
"현대6차(78~81,83,84,86,87동)",2024-09-06,1978.0,157.36,"668,000",12,,중개거래,,,,,개인,개인,서울 강남구,강남구,압구정동,실거래,2024-09-21,기존
삼성동롯데아파트,2024-09-09,2000.0,84.87,"227,000",20,,중개거래,,,,,개인,개인,서울 강남구,강남구,삼성동,실거래,2024-09-21,기존
삼성동롯데아파트,2024-09-09,2000.0,59.4,"185,000",19,,중개거래,,,,,개인,개인,서울 강남구,강남구,삼성동,실거래,2024-09-21,기존
강남센트럴아이파크,2024-09-08,2022.0,125.413,"430,000",14,,중개거래,,,,,개인,개인,"서울 강남구, 서울 용산구",강남구,역삼동,실거래,2024-09-21,기존
논현아이파크,2024-09-09,2020.0,59.75,"155,000",15,101동,중개거래,,,24.09.10,,개인,개인,서울 강남구,강남구,논현동,실거래,2024-09-21,기존
"현대14차(203,204,205,206동)",2024-09-06,1987.0,84.98,"470,000",10,,중개거래,,,,,개인,개인,서울 강남구,강남구,압구정동,실거래,2024-09-21,기존
